GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,infu2vcmStart_margin_DAC,infu2vcmStart_margin_um_vcmPoly,sph_oc_EMcouple_H1B2,sph_oc_EMcouple_H1_6,sph_oc_EMcouple_H1_7,sph_oc_EMcouple_H1_8,sph_oc_EMcouple_H1_9,sph_oc_EMcouple_H2B1,sph_oc_EMcouple_H2_2,sph_oc_EMcouple_H2_3,sph_oc_EMcouple_H2_4,sph_oc_EMcouple_H2_5,sph_ResFreq_X_Q,sph_ResFreq_X_QHz,sph_ResFreq_X_Q_REL_delta,sph_ResFreq_Y_Q,sph_ResFreq_Y_QHz,sph_ResFreq_Y_Q_REL_delta,sph_oc_H1_1,sph_oc_H2_1,sph_oc_gain_B1,sph_oc_gain_B2,sph_oc_gain_H1,sph_oc_gain_H2,sph_oc_hall_offset_x,sph_oc_hall_offset_y,sph_oc_theta_B1,sph_oc_theta_B2,sph_oc_theta_H1,sph_oc_theta_H2,sph_oc_xpt_act_x,sph_oc_xpt_act_y,sph_EMcouple_H1_dev,sph_EMcouple_H2_dev,sph_H1_1_dev,sph_H2_1_dev,sph_ViscoElastic_X_Q0_REL_delta,sph_ViscoElastic_Y_Q0_REL_delta,sph_gain_B1_dev,sph_gain_B2_dev,sph_gain_H1_dev,sph_gain_H2_dev,sph_neutral_x_dev,sph_neutral_y_dev,sph_theta_B1_dev,sph_theta_B2_dev,sph_theta_H1_dev,sph_theta_H2_dev,sph_ViscoElastic_XYDelta_F0,sph_ViscoElastic_XYDelta_Q0,sph_ViscoElastic_XYDelta_Rho1,sph_ViscoElastic_XYDelta_Rho2,sph_ViscoElastic_XYDelta_Tau1,sph_ViscoElastic_XYDelta_Tau2,sph_ViscoElastic_X_Cost,sph_ViscoElastic_X_F0,sph_ViscoElastic_X_Q0,sph_ViscoElastic_X_Rho1,sph_ViscoElastic_X_Rho2,sph_ViscoElastic_X_Tau1,sph_ViscoElastic_X_Tau2,sph_ViscoElastic_X_Td,sph_ViscoElastic_Y_Cost,sph_ViscoElastic_Y_F0,sph_ViscoElastic_Y_Q0,sph_ViscoElastic_Y_Rho1,sph_ViscoElastic_Y_Rho2,sph_ViscoElastic_Y_Tau1,sph_ViscoElastic_Y_Tau2,sph_ViscoElastic_Y_Td,dev_b1,dev_b2,dev_h1,dev_h1_theta,dev_h2,dev_h2_theta,RESULT,FAIL_ITEMS_01,FAIL_ITEMS_02,FAIL_ITEMS_03,FAIL_ITEMS_04,FAIL_ITEMS_05,FAIL_ITEMS_06,FAIL_ITEMS_07,FAIL_ITEMS_08,FAIL_ITEMS_09,FAIL_ITEMS_10,
T220403120315147VCMCT7991T0,20220403120402,'2022-04-03 12:04:20:675,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWY1985V5,17ce52240927,0x5240f161d6b6d403,AS1C0740260HB833B531114004,AJ8C076360PAB437B604,DNB22055062740G12A,0,0.0000000000,157.0000000000,83.5723151180,0.9318974070,0.9285916407,0.9281930049,0.9357131105,0.9350918718,0.9309867928,0.9308024988,0.9357507481,0.9241989675,0.9331949569,1.7573395955,100.0976562500,0.0551911580,1.7177621350,100.0976562500,0.0361215100,42.8520000000,91.5600000000,9.5082569960,9.4959888080,9.5004344469,9.5583942575,9.5835652510,5.6773693392,135.2225169665,225.4245054327,224.3912612101,134.8015580778,-0.0400457812,9.8930640592,-0.0002483554,-0.0022705643,13.4457500000,57.1225000000,0.1226356402,0.1082243876,-0.0024123807,-0.0028822252,0.0000457313,-0.0020599796,-5.1942687997,3.2702924939,0.2891826159,0.3201353155,0.2717696330,0.3272538786,-0.5710811949,0.1257393776,0.0164073394,0.0057669060,-0.0006580799,-0.0068183449,4.0974272506,96.3868472825,2.2027137652,0.2044347360,0.0574576263,0.0038103518,0.0452283094,-0.0000514821,3.4179913765,96.9579284775,2.0769743876,0.1880273966,0.0516907203,0.0044684317,0.0520466542,-0.0000393691,4.3086415847,9.4588427408,3.4796081521,0.8253558037,0.6794825531,1.9323208161,1,,,,,,,,,,,
T220403120338713VCMCT7991T0,20220403120427,'2022-04-03 12:04:45:087,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY31985VU,17ce52230286,0x5240f161d6b65301,AS1C07501025A833A436007046,AJ7C0762D1H6B237B609,DNB22055062630A13A,0,0.0000000000,148.0000000000,83.8552020437,0.9301525881,0.9297183399,0.9299128020,0.9310498221,0.9299293886,0.9288031717,0.9235829207,0.9345996057,0.9276944847,0.9293356755,1.8564713697,99.3652343750,-0.0068098803,1.8487426120,99.3652343750,0.0450316745,49.8580000000,19.8380000000,9.5473760737,9.5747193476,8.9418906501,9.7548253001,5.6400626901,15.4587506892,134.9163530326,225.2898358877,224.2622849131,135.2512662450,0.3660910804,13.6785066121,-0.0010736757,0.0011520503,9.5455000000,19.6620966797,-0.2301343248,0.0495641019,-0.0040227079,-0.0036064419,0.0004912615,-0.0019043658,-2.1926074034,0.6693889332,-0.0103895211,-0.0623064463,-0.0956405019,-0.0083925685,2.2775328839,-0.0902453017,-0.0292036383,-0.0097574058,0.0017999238,0.0197403057,4.3628564809,97.9060315678,2.1370531752,0.1524417014,0.0391641342,0.0063119084,0.0651367922,-0.0000236726,3.1249890267,95.6284986839,2.2272984769,0.1816453397,0.0489215400,0.0045119846,0.0453964865,-0.0000736438,3.4001799475,9.6077214099,3.9125176300,0.9408711805,2.7569900641,1.7236466511,1,,,,,,,,,,,
T220403120402917VCMCT7991T0,20220403120450,'2022-04-03 12:05:08:287,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXL1985VE,17ce52240378,0x5240f161d7653401,AS1C07404350B633A934106043,AJ7C0762D0L8B137B625,DNB22055062800F14A,0,0.0000000000,136.0000000000,74.3020631836,0.9249452424,0.9221467457,0.9232203730,0.9296957460,0.9247181052,0.9249526948,0.9289177528,0.9261141143,0.9189001206,0.9258787914,2.0810624575,106.2011718750,-0.0107344175,2.0199082443,104.0039062500,0.0199082443,23.5900000000,30.1700000000,10.6239419373,10.7686694627,9.2608643517,9.5925173923,13.0687077887,14.7385229551,134.2592793486,226.5183809716,225.0783398149,134.8970847904,9.0994694084,15.8215788982,0.0001519834,-0.0008949795,12.5431250000,4.0918750000,-0.1874308922,-0.0008156819,-0.0023003903,-0.0054908433,-0.0030356291,-0.0001284803,-1.2550553610,-0.6512075784,0.1804829619,0.1278322655,0.0985729692,0.2167564213,3.4285587659,-0.0127870853,-0.0244152698,-0.0033090479,0.0005855823,0.0163796549,3.8659642950,103.5654413884,2.5254597328,0.1637824891,0.0354106863,0.0045269064,0.0673815113,-0.0000517633,3.3743123917,100.1368826225,2.5382468181,0.1881977588,0.0387197342,0.0039413241,0.0510018563,-0.0000839135,4.3130468636,5.8863599878,1.0532321829,1.2689758946,2.6196340582,1.7178745368,1,,,,,,,,,,,
T220403120427270VCMCT7991T0,20220403120513,'2022-04-03 12:05:32:077,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY51985VS,17ce52240211,0x5240f161d976ed07,AS1C074041B1A333B132046041,AJ7C0762C0MLB437B625,DNB22055061890F09A,0,0.0000000000,143.0000000000,77.5109504402,0.9311533926,0.9298404336,0.9286385279,0.9371533105,0.9289812985,0.9264748748,0.9258203012,0.9291408488,0.9211676740,0.9297706753,1.9854086888,102.0507812500,0.0645102513,1.8957472543,99.8535156250,0.0275831918,14.3340000000,-0.6340000000,9.8536732210,9.8940982591,9.2510153766,10.2129565388,-2.7055599486,11.9960964597,133.7402848663,226.5195918781,224.2403837058,135.0138240832,-3.6130291549,11.4255589072,0.0015767585,0.0012773317,7.2949375000,7.0964687500,-0.0670181082,-0.0857963937,-0.0029484804,-0.0020137296,0.0034999731,0.0048104819,-1.0613263805,-0.0586514853,0.0026444854,0.0164790851,0.0228544090,-0.0438236218,3.1066242139,0.0734657855,-0.0194608440,-0.0044799894,-0.0000454313,-0.0008017737,5.0571599035,99.2457071475,2.3372787668,0.1568504652,0.0368709653,0.0047839579,0.0505737460,-0.0000746798,3.9171617215,96.1390829337,2.2638129813,0.1763113091,0.0413509547,0.0048293891,0.0513755197,-0.0000875352,3.2186356312,5.5574070162,1.0352426642,1.1870406246,1.0712677453,1.2404447145,1,,,,,,,,,,,
T220403120451273VCMCT7991T0,20220403120536,'2022-04-03 12:05:54:447,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWZ1985V4,17ce52240468,0x5240f161d6bacd05,AS1C0740434KB633A627102030,AJ7C0762D0L7B237B612,DNB22055062800F06A,0,0.0000000000,143.0000000000,80.3649152992,0.9265075918,0.9211234600,0.9270172743,0.9302960268,0.9275936062,0.9267785240,0.9269305156,0.9287169907,0.9251122828,0.9263543069,2.0413819940,104.0039062500,-0.0152586310,1.9323437553,101.8066406250,-0.0041796822,58.0220000000,24.5000000000,10.2911675591,10.2927188324,9.9321710759,8.7883614468,25.5962243547,19.7575749788,133.6449979757,226.5887711312,224.1931078965,134.7926700495,19.4240824827,18.2475678016,-0.0013223431,-0.0015558037,9.5532500000,10.5937500000,0.3283980996,0.3340668911,-0.0035783301,-0.0034281312,-0.0005362439,0.0017010376,-1.5395777478,0.1869404133,-0.0337282206,0.0651657845,-0.0104748671,0.0195529841,2.9120814177,0.0978468335,-0.0251378130,0.0027271537,-0.0002468575,-0.0106691885,3.7942597068,100.4855646629,2.6057418496,0.1766767918,0.0499582705,0.0031382202,0.0406450853,-0.0000826438,3.4614821067,97.5734832453,2.5078950161,0.2018146049,0.0472311168,0.0033850777,0.0513142738,-0.0000882944,4.8037067739,6.7100635303,2.8945285644,0.9551468765,2.1382584821,1.5186637491,1,,,,,,,,,,,
T220403120514726VCMCT7991T0,20220403120601,'2022-04-03 12:06:19:017,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYG1985VF,17ce52200120,0x5240f161d6b69c03,AS1C074061D6A333C531060009,AJ7C0762E3K0B337B605,DNB22055061590F03A,0,0.0000000000,163.0000000000,87.9622682405,0.9252297307,0.9207287698,0.9253846154,0.9292057747,0.9255997631,0.9300027726,0.9349898744,0.9325585411,0.9259903222,0.9264723526,1.8960186227,104.2480468750,0.1362529977,1.8106451420,103.2714843750,0.0586920170,47.7700000000,72.3140000000,10.1970411251,10.3765438472,9.7590782949,9.1539148719,18.1190092824,7.4496348521,134.7566713890,225.7303814429,223.9870024031,134.5792394099,9.1179734298,10.1592183209,-0.0000683438,0.0040304050,15.8637500000,18.1265000000,0.0538102129,0.2089721710,-0.0021244159,-0.0028546453,-0.0006703826,0.0040283664,-2.5529491763,0.2953343757,0.3313326439,-0.0591540795,-0.0935182267,0.3822637019,2.7814066457,-0.1082869582,-0.0458201911,-0.0092221402,0.0010609065,0.0092405763,4.4541932163,100.3420996568,2.3096695879,0.1885947740,0.0435464146,0.0041644241,0.0555835224,-0.0001058853,3.1347536703,97.5606930111,2.4179565460,0.2344149650,0.0527685548,0.0031035175,0.0463429461,-0.0001385502,4.1794741207,7.7489087508,3.8174505679,1.4236924365,0.9106152261,1.2569947558,1,,,,,,,,,,,
T220403120537730VCMCT7991T0,20220403120625,'2022-04-03 12:06:43:497,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXH1985VH,17ce52200147,0x5240f161d9fb7603,AS1C074018D9B433A135031022,AJ7C0762E3JBB137B619,DNB22055061180G14A,0,0.0000000000,146.0000000000,83.1240225299,0.9300377865,0.9315897203,0.9284524197,0.9334680019,0.9266410040,0.9267317118,0.9272307863,0.9283561143,0.9255515235,0.9257884230,2.0220861442,105.2246093750,0.0875158317,1.9102557360,103.0273437500,0.0567401110,38.1900000000,17.8220000000,10.3308172034,10.4494071515,9.5982298561,8.9968088822,14.4128571141,14.7530777281,133.4750883362,226.6693169534,223.5775162409,135.0370403994,10.2903560646,14.0021900229,0.0061898503,0.0026130722,7.5493750000,3.8532500000,0.1400778270,0.0649956870,-0.0035082125,0.0011408049,-0.0003470939,-0.0038135494,-0.8701113818,-0.2403605054,0.1294767639,-0.0350440085,-0.0637191106,0.1474224794,2.3580044246,0.1043790150,-0.0120539364,0.0030736285,-0.0002746680,-0.0025435391,3.7375763571,101.5239381605,2.4642965770,0.1724679256,0.0478694200,0.0037140272,0.0487180586,-0.0000954842,3.4059342002,99.1659337359,2.3599175620,0.1845218620,0.0447957915,0.0039886952,0.0512615977,-0.0000928967,6.4272690943,7.9096966867,2.4259571403,1.1347969521,1.3537196599,1.8214403257,1,,,,,,,,,,,
T220403120602083VCMCT7991T0,20220403120648,'2022-04-03 12:07:07:357,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXZ1985V1,17ce52230039,0x5240f161d763fb03,AS1C07502028A833A931106049,AJ7C0762C10MB137B625,DNB22055061910M13A,0,0.0000000000,130.0000000000,73.1970969110,0.9322118560,0.9314814204,0.9310445278,0.9326409243,0.9336805514,0.9345321118,0.9362603954,0.9371601233,0.9311656553,0.9335422731,1.8334839037,98.3886718750,0.0004760912,1.8448312115,99.3652343750,0.0245187115,37.1940000000,-28.8180000000,9.2626076586,9.4670670194,9.6088787580,9.3297610080,3.1797749576,10.1569446491,136.2903303410,223.8439839124,224.1878400225,135.1599778524,2.9734075411,5.8770968832,-0.0020021531,0.0010051072,1.2252500000,-7.6148750000,0.2867861130,0.2063099820,-0.0045224347,-0.0034666295,-0.0000516414,0.0018535311,0.4898031459,-0.6642210210,-0.0551744197,0.0184986829,-0.0591082197,-0.1316939006,-1.8441836078,0.0668042560,0.0205148010,0.0050813603,-0.0002710944,0.0009363548,4.4389743898,94.0265193716,2.3453798630,0.2081672877,0.0540044780,0.0037727841,0.0503550212,-0.0000743280,3.0417541904,95.8707029794,2.2785756070,0.1876524866,0.0489231176,0.0040438784,0.0494186663,-0.0000749460,4.1705673492,7.9142052206,1.5813460809,0.9368085306,0.6086345175,1.9268702920,1,,,,,,,,,,,
T220403120625720VCMCT7991T0,20220403120711,'2022-04-03 12:07:28:787,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DVN1985VJ,17ce52200353,0x5240f161d6bc0805,AS1C074038DNB433B328037007,AJ7C0762F3HDB437B618,DNB22055061610M02A,0,0.0000000000,150.0000000000,83.1930903599,0.9281074851,0.9239819950,0.9299604723,0.9270005799,0.9314868931,0.9286581316,0.9245232934,0.9300543952,0.9304520616,0.9296027762,1.7828235657,102.0507812500,0.0093860657,1.7488719486,103.0273437500,-0.0011280514,26.4020000000,35.0300000000,9.8801541393,10.2459234211,8.8285634022,8.9775076017,7.3951724347,10.7002197399,135.0895025537,224.1124048144,222.8367212152,135.5102827241,2.4893846285,11.9122456937,-0.0001240771,-0.0026786295,10.6988750000,-7.7825000000,0.2817488652,0.2086643445,0.0005219382,0.0018931993,0.0027117262,0.0009764573,-0.2714662833,-1.4367106917,0.0983526514,-0.1195287793,-0.0995275641,0.0822584321,-0.9801340785,0.0457407707,-0.0014737232,0.0082635079,0.0000766686,-0.0048676044,3.5793788911,96.5573863795,2.3637801152,0.2342440051,0.0576313008,0.0036514415,0.0450274980,-0.0000823523,3.1435034123,97.5375204580,2.3180393445,0.2357177283,0.0493677929,0.0035747729,0.0498951024,-0.0001080626,3.0984410624,6.8723885405,3.7938538629,1.5793189395,1.7274012053,1.3836077946,1,,,,,,,,,,,
T220403120649691VCMCT7991T0,20220403120735,'2022-04-03 12:07:54:460,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXR1985V9,17ce52230920,0x5240f161d9594e03,AS1C0750302DA833B237034025,AJ7C0812D10LB437B617,DNB22055061660A08A,0,0.0000000000,150.0000000000,84.8551132406,0.9238913903,0.9228903675,0.9264565085,0.9244426175,0.9217760676,0.9270089864,0.9237442797,0.9281421370,0.9295774648,0.9265720641,2.1298454117,103.0273437500,-0.0224983383,2.0679298078,101.5625000000,0.0269141828,32.9080000000,19.5480000000,10.2718428787,10.4136232946,8.3790152656,8.9961717453,3.6514217907,-0.2980587733,134.2063207118,225.9254114430,225.1524960494,134.1690322185,-0.3493272265,-0.9517270090,0.0005973386,-0.0034045123,3.9080000000,5.6495625000,0.2179124736,0.2767027891,-0.0009149784,-0.0007917678,0.0014135892,-0.0021577267,-0.7695979986,0.1170261076,-0.3488092930,0.1212274830,0.1919857955,-0.3167008137,2.3296638471,0.0291003095,-0.0167348429,-0.0011003087,0.0001449937,-0.0022792434,3.8459547331,99.0917294323,2.7667405986,0.1882003391,0.0421216401,0.0032131883,0.0502415209,-0.0001075000,3.6535441314,96.7620655853,2.7376402891,0.2049351820,0.0432219488,0.0030681946,0.0525207643,-0.0001298166,5.0161815092,5.7915321841,1.8352945288,0.7194792668,0.7423814562,1.3938651693,1,,,,,,,,,,,
T220403120712379VCMCT7991T0,20220403120759,'2022-04-03 12:08:18:270,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXV1985V5,17ce52230193,0x5240f161d6bad001,AS1C0750202LA833A834057048,AJ7C0812B112B237B616,DNB22055061660B02A,0,0.0000000000,135.0000000000,75.4097370166,0.9303668922,0.9310323444,0.9274119913,0.9320985551,0.9309246780,0.9264892964,0.9294555820,0.9279270976,0.9239315427,0.9246429633,2.0808133981,99.8535156250,0.0222196481,2.0193519284,99.3652343750,-0.0001793216,21.8120000000,-11.1080000000,9.9693687721,10.0053976758,9.3092204830,9.4779493110,-3.0418746613,1.9744551044,134.7417201703,224.8776028147,224.3408303865,134.4229605061,-3.6985630284,0.0243167129,0.0007307748,-0.0018673966,8.1479375000,3.0951250000,0.0811840477,0.0914527393,0.0000620712,0.0021055575,0.0038586536,-0.0031409106,-0.8544684710,-0.3815272765,0.1853847211,-0.0844485769,-0.0776419035,0.2335989338,1.8848541974,-0.1235499416,-0.0448494399,-0.0018607191,0.0011633753,-0.0117973638,3.8858597243,96.9867399738,2.4874340477,0.1482750533,0.0381530248,0.0049092720,0.0457644412,-0.0000889592,3.3725613211,95.1018857764,2.6109839893,0.1931244933,0.0400137439,0.0037458966,0.0575618050,-0.0001180217,3.1348561083,6.4489005991,1.8289091250,1.1496854913,1.8572240697,1.2638739647,1,,,,,,,,,,,
T220403120735538VCMCT7991T0,20220403120822,'2022-04-03 12:08:39:750,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW61985VX,17ce52240233,0x5240f161d6b6cf03,AS1C0740260MB833B036108102,AJ8C076350PMB237B619,DNB22055062620F06A,0,0.0000000000,146.0000000000,81.5156673818,0.9264942016,0.9250586161,0.9270094476,0.9271419434,0.9267667992,0.9226399623,0.9219747765,0.9277632249,0.9178070865,0.9230147613,2.0080246825,105.2246093750,0.1300949950,1.7818478739,100.8300781250,0.0162228739,6.0420000000,10.9900000000,10.3106456714,10.4706014442,8.9321340055,10.3378625816,0.2555930341,8.2212607315,132.6662078641,227.8399267140,224.2364161541,135.1178487138,-0.9613048592,9.1552630598,0.0018268875,-0.0033931209,8.0039140625,15.3845312500,0.0464207385,-0.0759230248,-0.0024469796,-0.0079667026,-0.0040826196,0.0009428218,-1.6949839647,0.4260108763,-0.0213379123,-0.1636896190,-0.1086003254,-0.0719858809,4.0243690148,0.3000781384,0.0058940884,-0.0015150491,-0.0007285229,-0.0056820623,4.5181626749,101.1220904723,2.4917332385,0.1950173410,0.0467521801,0.0035550446,0.0433658247,-0.0000863346,3.6640615106,97.0977214575,2.1916551002,0.1891232526,0.0482672292,0.0042835675,0.0490478870,-0.0000919785,4.1872093086,4.8320738069,1.3968951913,1.7570271799,1.0463498476,1.5069316618,1,,,,,,,,,,,
T220403120759368VCMCT7991T0,20220403120846,'2022-04-03 12:09:04:030,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXQ1985VA,17ce52240817,0x5240f161d9756401,AS1C0740634CB633A930104100,AJ7C0762B0KHB437B617,DNB22055062800F09A,0,0.0000000000,151.0000000000,83.1477922830,0.9302235421,0.9230711183,0.9311648328,0.9363059843,0.9303522331,0.9294747506,0.9290966157,0.9336028074,0.9243629853,0.9308365938,1.9100820638,100.8300781250,0.0165273763,1.9047652804,100.5859375000,0.0258590304,23.8180000000,23.4580000000,9.7295026085,9.8993935075,9.8220934718,8.9151659439,18.2593816695,22.9905317164,135.0703764859,224.9324508098,224.6045602662,134.1518216996,14.9141322618,23.8373900061,0.0021556098,-0.0028474127,9.8414375000,9.6611250000,-0.0563180364,-0.0670982794,-0.0029012539,-0.0014796147,0.0017752704,0.0018799305,-1.4698950721,0.0767103331,0.1669035855,0.0623183635,0.0648721558,0.1326719194,0.0782475023,0.0596083680,0.0059737209,0.0029051578,-0.0001906237,-0.0034888619,3.5508045616,97.7255953743,2.3108694636,0.1780406960,0.0421193752,0.0049088047,0.0558909682,-0.0000570434,3.0006433122,97.6473478720,2.2512610956,0.1720669752,0.0392142174,0.0050994283,0.0593798301,-0.0000640722,2.6714423832,6.2721640559,0.9177013884,0.8786086108,2.8934439373,2.1810346093,1,,,,,,,,,,,
T220403120822278VCMCT7991T0,20220403120909,'2022-04-03 12:09:26:960,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW51985VY,17ce52240887,0x5240f161d6bab701,AS1C074052C1A433B633111028,AJ8C076340LAB137B613,DNB22055060640K06A,0,0.0000000000,153.0000000000,83.5494629380,0.9237366827,0.9240561324,0.9215899415,0.9246114099,0.9246892471,0.9229697628,0.9238966955,0.9262277792,0.9215968351,0.9201577413,1.9937934579,107.1777343750,0.0406684579,1.8397577480,101.5625000000,0.0497186855,13.3100000000,13.0000000000,10.4667404618,10.6028168680,10.0132349180,9.7515686619,-1.9052614411,12.0949436280,131.3297850012,227.9868740648,224.4552990063,134.0064886689,-3.9584216512,12.6593506344,0.0020194525,-0.0009291363,6.6029687500,5.2851562500,0.3043226525,0.0482314232,-0.0024253320,-0.0013535253,-0.0033483130,-0.0046245704,-0.8456554929,-0.0745092609,-0.2937348962,-0.0363803297,-0.0348132984,-0.2993890167,4.5261322434,0.3810912293,0.0062364493,0.0076815449,-0.0016503681,-0.0195126406,4.2263526587,103.3573219900,2.5992445275,0.1860747533,0.0487165578,0.0032287010,0.0340746570,-0.0000590917,3.5069873914,98.8311897465,2.2181532982,0.1798383040,0.0410350129,0.0048790690,0.0535872975,-0.0000510397,4.2502636344,7.1454188614,4.4037242742,1.6244749081,1.9085307295,1.1555170692,1,,,,,,,,,,,
T220403120846180VCMCT7991T0,20220403120932,'2022-04-03 12:09:50:950,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYA1985VM,17ce52200159,0x5240f161d6bbff03,AS1C074028DKB4339434030119,AJ7C0762E3HLB137B609,DNB22055061610K11A,0,0.0000000000,132.0000000000,75.9224597705,0.9276824556,0.9237831284,0.9274444470,0.9313226021,0.9281796448,0.9248764933,0.9229398470,0.9257771158,0.9234152535,0.9273737571,1.8857672187,104.2480468750,0.0615484687,1.7722723702,102.7832031250,-0.0119073173,22.3460000000,15.6500000000,10.2187834967,10.5288614920,9.6158372009,9.4394414273,-5.2402169282,2.4566520273,134.0043652954,226.2713495962,224.1143800243,134.4850031061,-8.0778914299,2.6430153555,0.0009977181,-0.0036049141,7.3225625000,6.0171875000,0.2865338953,0.1968097274,0.0023021361,0.0020031754,0.0023022490,0.0051984215,-0.9943511659,-0.0770871133,0.0236676635,-0.2611516245,-0.2953794972,-0.0140661078,1.9592787282,0.1170679179,-0.0043350486,-0.0048046178,-0.0000421108,0.0046861120,4.2652576396,100.1210601311,2.3373151453,0.1944145757,0.0474635879,0.0039076601,0.0583185119,-0.0001028990,3.5723988283,98.1617814028,2.2202472274,0.1987496242,0.0522682056,0.0039497709,0.0536323999,-0.0001057515,5.2259270228,7.3419022905,2.3477190991,1.2470482847,1.2461643318,1.5809339486,1,,,,,,,,,,,
T220403120908922VCMCT7991T0,20220403120955,'2022-04-03 12:10:12:650,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWY1985V5,17ce52240927,0x5240f161d6b6d403,AS1C0740260HB833B531114004,AJ8C076360PAB437B604,DNB22055062740G12A,0,0.0000000000,161.0000000000,86.9222671545,0.9356862385,0.9288770142,0.9363575887,0.9383477673,0.9391625837,0.9322049239,0.9325630823,0.9350398512,0.9288707046,0.9323460574,1.7541786938,100.3417968750,0.0520302563,1.6818476869,100.0976562500,0.0002070619,40.8020000000,90.5720000000,9.4948372570,9.4866234770,9.4775390680,9.5536966327,7.5200287845,8.7347188997,135.0619329142,225.3155729311,224.2754947868,134.6026994354,-1.9023605988,13.0450916241,0.0038163522,-0.0009651052,11.3957500000,56.1345000000,0.0495735694,0.1232739425,-0.0038203534,-0.0038656234,-0.0023643086,-0.0025504331,-4.9670888116,3.3469104360,0.1285985636,0.2112028139,0.1560032097,0.1283952362,0.4994104713,0.0376277519,-0.0096954267,0.0035929611,0.0000851533,0.0038282227,4.2627402718,96.8953421360,2.1296516944,0.1809612600,0.0608999896,0.0039604336,0.0426858024,-0.0000660504,3.6783505380,96.3959316647,2.0920239425,0.1906566867,0.0573070285,0.0038752803,0.0388575796,-0.0000805258,5.5249453307,9.0994007117,3.7223621894,0.8239935139,2.1340524458,1.7587611928,1,,,,,,,,,,,
